TIME	M_POS	M_VEL	M_VOLT	S_POS	S_VEL	S_VOLT	VOLT_REF
15.899	50.4407	-10.3448	-0.447364	46.6376	-11.5365	-0.626992	-0.746505
15.8995	50.4301	-10.4017	-1.70435	46.6261	-11.5388	-1.0817	-0.746505
15.9	50.4249	-10.4041	-1.5323	46.6202	-11.5617	-2.13779	-0.746505
15.9005	50.4198	-10.369	-0.036066	46.6144	-11.572	-1.48751	-0.746505
15.901	50.4145	-10.4041	-1.24315	46.6087	-11.5437	-0.480132	-0.746505
15.9015	50.4093	-10.4061	-1.97235	46.603	-11.5381	-0.343783	-0.746505
15.902	50.3989	-10.4229	-0.507591	46.5914	-11.5492	-2.22806	-0.746505
15.9025	50.3938	-10.3851	-1.97781	46.5856	-11.5613	-1.24162	-0.746505
15.903	50.3885	-10.4364	-1.20537	46.5799	-11.5531	-0.367526	-0.746505
15.9035	50.3835	-10.3594	-0.244877	46.5741	-11.5368	-0.47939	-0.746505
15.904	50.3781	-10.4237	-1.20165	46.5683	-11.5508	-1.36006	-0.746505
15.9045	50.3678	-10.3999	-0.604201	46.5569	-11.5412	-0.94205	-0.746505
15.905	50.3627	-10.3654	-0.607012	46.5511	-11.536	-0.273484	-0.746505
15.9055	50.3574	-10.4103	-1.7544	46.5453	-11.55	-0.61698	-0.746505
15.906	50.3522	-10.4022	-1.37907	46.5396	-11.5249	-1.57554	-0.746505
15.9065	50.3471	-10.3766	-0.111398	46.5339	-11.522	-2.21119	-0.746505
15.907	50.3367	-10.3921	-2.0901	46.5223	-11.532	-0.255519	-0.746505
15.9075	50.3314	-10.4331	-0.288911	46.5164	-11.5653	-0.766879	-0.746505
15.908	50.3264	-10.3659	-0.696983	46.5107	-11.5379	-1.69726	-0.746505
15.9085	50.3211	-10.4107	-1.85575	46.505	-11.5238	-2.11123	-0.746505
15.909	50.3159	-10.3839	-1.09058	46.4993	-11.5118	-0.403712	-0.746505
15.9095	50.3059	-10.283	-1.61254	46.488	-11.4675	-1.19557	-0.746505
15.91	50.3003	-10.4235	-1.76744	46.4819	-11.5565	-1.81156	-0.746505
15.9105	50.2952	-10.3948	-0.482209	46.4762	-11.5304	-1.93551	-0.746505
15.911	50.29	-10.3982	-0.596929	46.4704	-11.536	-0.247226	-0.746505
15.9115	50.2848	-10.3733	-1.75577	46.4647	-11.5222	-0.387535	-0.746505
15.912	50.2745	-10.3602	-0.0746207	46.4533	-11.4817	-1.9304	-0.746505
15.9125	50.2693	-10.378	-1.3595	46.4474	-11.5501	-1.75834	-0.746505
15.913	50.264	-10.4024	-1.93825	46.4417	-11.5249	-0.0888159	-0.746505
15.9135	50.2588	-10.4047	-0.298633	46.4359	-11.5313	-0.502465	-0.746505
15.914	50.2534	-10.4532	-0.492922	46.43	-11.5646	-1.36267	-0.746505
15.9145	50.2485	-10.3645	-2.03035	46.4243	-11.5467	-1.9324	-0.746505
